Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,days_since_join,Age
Master,Together,65176.0,0,1,960,28,183,220,70,70,4,9,6,6,6,No,No,No,No,No,No,No,768,45
Master,Single,31160.0,1,0,16,3,25,6,1,13,2,2,0,3,8,No,No,No,No,No,No,No,446,39
Graduation,Single,29938.0,1,0,3,3,7,0,2,11,2,1,0,3,6,No,No,No,No,No,No,No,405,29
Graduation,Divorced,102692.0,0,0,168,148,444,32,172,148,1,6,9,13,2,No,Yes,Yes,Yes,Yes,No,Yes,581,40
2n Cycle,Together,26490.0,0,0,45,47,52,21,20,25,2,3,1,5,6,No,No,No,No,No,No,No,805,56
Graduation,Together,75702.0,1,1,650,28,353,45,42,30,5,4,6,11,8,No,No,No,No,No,No,No,829,47
PhD,Single,30899.0,1,0,24,0,8,0,0,1,2,1,0,3,6,No,No,No,No,No,No,No,784,40
PhD,Together,63342.0,0,1,918,21,118,13,10,21,3,8,3,5,6,No,Yes,No,No,No,No,No,781,53
Graduation,Single,45989.0,0,1,138,33,87,28,24,12,4,3,2,7,3,No,No,No,No,No,No,No,775,50
Graduation,Single,18701.0,1,1,12,4,2,10,6,10,4,2,0,4,5,No,No,No,No,No,No,No,609,50
PhD,Single,40737.0,2,1,11,0,4,0,0,2,1,1,0,2,8,No,No,No,No,No,No,No,481,57
Graduation,Divorced,15287.0,1,0,1,2,8,4,3,13,2,1,1,2,7,Yes,No,No,No,No,No,Yes,787,35
PhD,Divorced,69674.0,0,2,554,41,215,11,0,24,3,10,2,10,5,No,No,No,No,No,No,No,563,46
Master,Married,44159.0,1,0,167,2,62,24,13,7,4,4,1,6,5,No,No,No,No,No,No,No,172,44
PhD,Married,37717.0,1,0,9,0,6,4,1,5,1,1,0,2,9,No,No,No,No,No,No,No,743,36
Master,Together,43776.0,1,1,177,2,71,3,2,20,6,5,2,4,8,No,No,No,No,No,No,Yes,644,62
Master,Married,38179.0,1,1,38,4,22,4,2,20,4,3,1,3,7,No,No,No,No,No,No,No,632,48
Graduation,Married,80124.0,0,0,483,84,398,205,84,241,1,3,7,8,1,Yes,No,No,No,No,No,No,163,51
PhD,Married,38097.0,1,1,77,2,35,0,1,69,4,3,2,2,7,Yes,No,No,No,No,No,Yes,782,44
Graduation,Married,72940.0,0,0,182,74,298,162,149,116,1,3,3,6,1,No,No,No,No,No,No,No,535,44
Graduation,Together,22070.0,1,0,10,7,19,8,2,21,2,2,2,2,6,No,No,No,No,No,No,No,605,44
Graduation,Single,69267.0,0,0,778,44,499,95,73,146,2,3,4,5,7,No,No,No,No,No,No,Yes,805,61
Master,Single,31788.0,1,0,16,7,23,0,8,6,3,3,0,4,5,No,No,No,No,No,Yes,No,261,31
PhD,Together,61905.0,0,1,167,0,43,6,2,13,2,4,2,4,5,No,No,No,No,No,No,No,248,39
Graduation,Married,29315.0,1,1,13,2,14,8,7,4,4,2,0,4,6,No,No,No,No,No,No,No,185,54
Graduation,Divorced,33378.0,1,1,33,6,40,3,7,10,3,2,0,4,7,No,No,No,No,No,No,No,552,51
PhD,Together,66313.0,0,1,625,7,99,10,22,7,2,6,3,12,4,No,No,No,No,No,No,No,446,51
Graduation,Single,60714.0,0,0,216,162,224,101,92,162,2,7,4,10,5,No,No,No,No,No,No,Yes,688,58
Master,Together,77882.0,0,0,68,129,396,188,22,15,1,3,3,5,1,No,No,No,No,No,No,No,220,33
PhD,Single,69867.0,0,0,196,0,512,33,130,54,1,3,5,8,1,No,No,No,Yes,No,No,Yes,670,28
Master,Divorced,63841.0,0,1,635,15,100,20,7,131,1,9,3,9,6,No,No,No,No,No,No,No,594,46
Basic,Married,24480.0,1,0,4,19,9,28,25,17,3,3,0,4,7,No,No,No,No,No,No,No,399,33
Graduation,Together,51369.0,0,1,297,7,79,0,11,182,2,8,2,4,8,No,No,No,No,No,No,No,772,38
Graduation,Together,37760.0,0,0,84,5,38,150,12,28,2,4,1,6,7,No,No,No,No,No,No,No,827,68
PhD,Together,65640.0,0,1,204,7,149,20,15,66,1,5,1,8,2,No,No,No,No,No,No,No,337,40
Master,Married,44319.0,1,1,26,0,8,0,0,3,2,2,0,3,5,No,No,No,No,No,No,No,233,39
Graduation,Married,30631.0,1,0,15,6,20,4,5,20,1,3,1,2,7,No,No,No,No,No,No,No,364,40
Graduation,Together,75278.0,0,0,304,98,230,150,74,74,1,6,3,13,3,No,No,No,No,No,No,No,676,62
Master,Together,50898.0,1,1,285,28,242,55,114,135,13,6,2,12,5,No,No,No,No,No,No,No,492,58
Graduation,Widow,79946.0,0,0,395,183,565,166,141,28,1,5,11,5,3,No,No,No,No,No,No,No,1,48
Master,Divorced,35416.0,0,0,248,3,81,4,3,51,3,7,1,5,8,No,No,No,No,No,No,No,541,65
2n Cycle,Together,32414.0,0,0,20,6,5,0,9,12,1,1,0,3,7,Yes,No,No,No,No,No,No,608,30
Graduation,Together,38361.0,1,0,39,0,56,20,8,14,3,3,1,3,7,No,No,No,No,No,No,No,344,45
Graduation,Married,82497.0,0,0,777,129,573,216,21,203,1,2,7,9,4,No,No,Yes,No,No,No,No,766,34
Graduation,Together,16626.0,2,0,8,3,22,21,1,13,3,3,0,3,9,No,No,No,No,No,No,No,325,43
Graduation,Together,29672.0,1,1,9,1,3,0,4,8,1,0,0,3,6,No,No,No,No,No,No,No,368,49
Master,Together,55951.0,0,1,1241,0,80,0,13,40,3,3,6,11,8,No,Yes,No,No,Yes,No,No,835,62
2n Cycle,Divorced,35388.0,1,0,6,4,7,4,3,8,1,1,0,3,7,No,No,No,No,No,No,No,521,26
Master,Together,42386.0,1,0,65,4,16,0,4,11,1,3,0,3,8,No,No,No,No,No,No,No,692,28
Graduation,Single,68627.0,0,0,395,15,263,60,54,38,1,2,3,6,1,No,No,No,No,No,No,No,370,32
PhD,Divorced,57912.0,0,1,801,0,80,0,0,35,5,8,3,12,5,No,Yes,No,No,No,No,No,264,49
Graduation,Divorced,35246.0,1,1,36,0,12,2,2,10,4,3,1,3,5,No,No,No,No,No,No,No,234,56
2n Cycle,Together,58821.0,0,1,513,14,154,19,0,28,1,9,2,9,6,No,No,No,No,No,No,No,361,58
PhD,Married,46377.0,1,0,37,0,46,4,3,0,1,2,1,3,4,No,No,No,No,No,No,No,337,36
Graduation,Single,39747.0,1,0,80,15,93,20,13,52,3,5,1,4,8,No,No,No,No,No,No,No,237,26
Graduation,Together,23976.0,1,0,14,1,21,2,3,25,3,3,1,3,7,No,No,No,No,No,No,No,344,30
Master,Married,80950.0,0,0,525,147,112,219,147,63,1,6,7,9,2,No,No,No,Yes,No,No,No,618,53
Graduation,Widow,27038.0,0,0,1,26,25,17,23,15,1,3,0,3,9,No,No,No,No,No,No,Yes,809,48
Graduation,Single,77457.0,0,0,675,11,400,15,45,11,1,2,5,10,1,No,No,Yes,No,No,No,No,217,67
Master,Married,64100.0,0,1,509,0,27,0,0,10,1,8,3,6,7,No,Yes,No,No,No,No,No,423,50
Master,Together,42670.0,0,0,154,2,46,20,4,15,1,4,2,4,4,No,No,No,No,No,No,No,588,22
Graduation,Divorced,12571.0,1,0,3,5,14,2,12,17,4,3,1,3,6,No,No,No,No,No,No,No,322,38
Graduation,Married,22574.0,2,1,25,0,8,2,0,2,2,2,0,3,7,No,No,No,No,No,No,No,404,47
Master,Single,70893.0,0,0,768,44,561,77,44,14,1,6,6,10,3,No,No,No,No,No,No,No,552,38
Graduation,Married,54198.0,1,1,185,0,28,3,2,17,6,3,1,6,4,No,No,No,No,No,No,No,354,48
Master,Together,28839.0,1,1,24,0,7,0,0,1,2,2,0,3,5,No,No,No,No,No,No,No,33,58
Graduation,Married,40321.0,1,1,44,4,21,6,0,27,2,3,0,3,7,No,No,No,No,No,No,No,495,42
Graduation,Single,66503.0,1,0,91,64,128,65,3,50,2,4,3,6,3,No,No,No,No,No,No,No,844,29
Graduation,Married,30833.0,1,1,11,0,7,3,1,6,2,1,0,3,5,No,No,No,No,No,No,No,508,63
Graduation,Married,64795.0,0,1,412,5,119,38,29,77,3,3,3,12,2,No,No,No,No,No,No,No,688,43
Graduation,Married,34421.0,1,0,3,3,7,6,2,9,1,1,0,2,7,No,No,No,No,No,No,No,698,40
PhD,Divorced,47025.0,1,1,16,0,3,0,0,1,1,1,0,2,7,No,No,No,No,No,No,No,95,49
PhD,Divorced,64325.0,0,1,731,60,353,78,12,73,5,10,3,5,7,No,No,No,No,No,No,No,522,53
Graduation,Single,40464.0,0,1,424,17,118,7,23,41,6,8,2,8,8,No,No,No,No,No,No,No,400,61
Graduation,Married,62187.0,0,0,792,0,275,45,45,126,1,4,8,5,3,No,No,No,No,No,No,No,578,57
PhD,Divorced,14849.0,1,0,21,2,28,3,2,9,3,2,0,4,8,No,No,No,No,No,No,No,667,38
Graduation,Married,27255.0,1,0,22,1,11,0,1,2,1,1,0,3,7,No,No,No,No,No,No,No,513,30
PhD,Married,54432.0,2,1,33,0,5,0,0,0,1,1,0,3,4,No,No,No,No,No,No,No,457,64
PhD,Single,29999.0,1,0,68,7,59,10,5,11,4,3,1,4,8,No,No,No,No,No,No,No,661,28
Graduation,Single,24072.0,1,0,9,1,6,3,0,4,1,1,0,2,8,No,No,No,No,No,No,No,599,31
PhD,Single,33996.0,0,0,40,2,15,8,0,6,1,1,1,3,4,No,No,No,No,No,No,No,392,25
PhD,Married,66334.0,0,1,909,11,218,0,0,23,2,9,3,5,5,No,No,No,No,No,No,Yes,642,58
Master,Married,35178.0,1,0,23,1,13,2,2,18,1,1,1,2,7,Yes,No,No,No,No,No,Yes,431,43
Graduation,Together,22010.0,1,0,11,2,9,3,0,8,2,2,0,3,8,No,No,No,No,No,No,No,524,31
Graduation,Divorced,62204.0,0,2,317,46,247,151,46,139,1,4,5,12,3,No,No,No,No,No,No,No,727,54
Graduation,Divorced,75693.0,0,0,797,153,293,72,97,30,1,11,4,6,4,No,Yes,Yes,Yes,No,No,Yes,907,46
Graduation,Married,30675.0,1,0,10,2,16,11,2,21,1,1,0,3,8,No,No,No,No,No,No,No,725,42
Graduation,Together,83003.0,0,0,856,61,570,40,25,122,1,7,6,8,3,No,No,Yes,No,No,No,Yes,643,49
Graduation,Single,68655.0,0,0,456,19,832,75,118,38,1,4,5,11,3,No,No,No,No,No,No,No,789,26
Graduation,Divorced,41411.0,0,0,37,32,38,11,3,18,1,2,1,4,6,No,No,No,No,No,No,No,512,28
PhD,Married,55212.0,0,1,1103,0,45,0,0,34,3,4,2,11,8,No,Yes,No,No,Yes,No,No,743,45
PhD,Together,59292.0,0,1,378,14,68,19,14,14,2,3,5,8,3,No,No,No,No,No,No,No,541,64
Basic,Together,27190.0,1,0,1,6,7,0,1,3,1,1,0,2,8,Yes,No,No,No,No,No,Yes,478,41
Graduation,Divorced,82623.0,0,0,204,34,204,172,153,173,1,2,9,4,1,No,No,No,No,No,No,No,421,62
Graduation,Married,44300.0,1,1,30,0,9,0,0,3,2,1,0,3,6,No,No,No,No,No,No,No,531,49
Graduation,Divorced,84835.0,0,0,189,104,379,111,189,218,1,4,4,6,1,No,No,No,No,No,No,Yes,173,44
Graduation,Widow,30372.0,1,1,15,0,12,7,3,7,3,2,0,3,7,No,No,No,No,No,No,No,711,43
Master,Married,33181.0,1,0,9,0,3,0,0,4,1,1,0,2,6,Yes,No,No,No,No,No,No,280,38
Graduation,Married,71113.0,0,1,495,33,255,11,33,8,4,6,7,9,4,No,No,No,No,No,No,No,354,57
Graduation,Married,71952.0,1,0,656,80,455,52,107,93,2,8,4,8,4,Yes,No,Yes,No,No,No,No,431,28
PhD,Single,69759.0,0,0,452,20,514,13,30,0,3,4,6,5,3,No,No,No,No,No,No,Yes,404,48
Graduation,Married,72099.0,0,0,546,91,410,119,0,22,1,3,4,10,1,No,No,No,No,No,No,No,770,40
PhD,Single,60000.0,0,1,1048,0,217,0,0,12,5,11,3,5,6,No,No,No,No,No,No,No,714,38
Graduation,Single,38643.0,1,1,22,2,14,0,1,10,2,2,0,3,7,No,No,No,No,No,Yes,No,372,36
Graduation,Married,50737.0,0,1,78,0,11,0,0,10,1,2,0,4,6,No,Yes,No,No,No,No,No,396,59
PhD,Married,68462.0,0,0,561,64,785,84,128,48,1,3,3,8,1,No,No,No,No,No,No,No,724,45
Master,Married,65073.0,0,0,629,17,177,69,0,8,1,5,3,5,2,No,No,No,No,No,Yes,No,473,71
PhD,Together,46681.0,0,2,269,15,69,15,19,38,2,4,6,4,5,No,No,No,No,No,No,No,483,66
Graduation,Married,78618.0,0,0,736,163,818,212,163,61,1,4,7,10,2,No,Yes,No,No,No,No,No,799,57
PhD,Widow,62187.0,0,1,512,0,83,0,0,41,3,6,2,10,4,No,No,No,No,No,No,No,259,45
Graduation,Married,28442.0,2,0,19,3,10,11,8,6,3,2,1,4,4,No,No,No,No,No,No,No,285,36
PhD,Married,37717.0,1,0,9,0,6,4,1,5,1,1,0,2,9,No,No,No,No,No,No,No,743,36
Graduation,Married,51479.0,1,1,247,8,160,6,8,65,7,6,3,6,7,No,No,No,No,No,No,No,708,47
Graduation,Single,54803.0,0,1,404,0,92,28,27,142,2,6,2,9,4,No,No,No,No,No,No,No,837,45
Graduation,Married,79530.0,0,0,333,0,815,129,42,29,1,4,10,11,2,No,No,No,No,No,No,No,568,54
Graduation,Divorced,31615.0,1,0,2,3,20,6,11,9,2,2,0,3,7,No,No,No,No,No,No,No,630,38
Graduation,Together,72025.0,0,0,833,33,549,151,133,233,1,4,3,8,3,No,No,No,No,No,No,No,749,52
PhD,Single,52614.0,0,1,789,0,142,12,9,38,2,2,4,8,8,No,No,No,No,No,No,No,1059,39
2n Cycle,Married,35684.0,1,0,10,4,7,0,6,3,1,1,0,3,6,No,No,No,No,No,No,No,228,30
Graduation,Married,48178.0,1,1,159,4,45,6,2,38,6,5,1,4,8,No,No,No,No,No,No,No,769,39
Master,Single,29548.0,1,0,7,1,6,3,1,11,1,1,1,2,4,Yes,No,No,No,No,No,No,464,44
Graduation,Single,63810.0,0,1,977,12,253,16,12,101,4,4,3,12,8,No,Yes,No,No,No,No,No,755,48
PhD,Single,38578.0,1,1,38,4,22,3,3,3,3,3,0,3,8,No,No,No,No,No,No,Yes,532,42
Master,Single,46098.0,1,1,57,0,27,0,0,36,4,3,2,2,8,No,No,No,No,No,No,No,840,39
Graduation,Single,22585.0,0,0,3,9,15,13,2,39,1,1,1,2,9,Yes,No,No,No,No,No,Yes,628,44
Graduation,Single,30279.0,1,0,10,4,14,4,4,1,1,1,0,3,8,No,No,No,No,No,No,No,706,25
PhD,Together,66426.0,0,1,1043,24,97,32,24,157,2,3,5,10,6,No,No,No,No,No,No,No,664,53
Graduation,Single,30822.0,1,0,3,9,13,2,12,12,1,1,0,3,7,No,No,No,No,No,No,No,540,45
PhD,Married,33581.0,2,0,11,0,5,0,0,1,1,1,0,2,8,No,No,No,No,No,No,No,492,45
Graduation,Married,19986.0,1,0,3,6,5,0,2,6,1,0,0,3,7,No,No,No,No,No,No,No,387,29
Graduation,Widow,27421.0,0,0,43,12,96,78,40,55,3,4,1,6,7,No,No,No,No,No,No,No,724,60
2n Cycle,Married,35688.0,2,1,73,3,90,12,1,32,7,4,1,4,8,No,No,No,No,No,No,No,836,41
Master,Single,36143.0,1,0,12,0,1,0,0,6,1,0,1,2,3,No,No,No,No,No,No,No,251,33
Graduation,Single,10245.0,1,0,4,7,7,6,4,13,3,1,2,2,5,No,No,No,No,No,No,No,570,43
Master,Together,43795.0,0,1,314,11,53,4,3,107,3,7,3,4,7,No,Yes,No,No,No,No,Yes,416,46
Graduation,Together,63381.0,0,1,571,50,142,33,50,159,4,4,5,13,2,No,No,No,No,No,No,No,940,54
Graduation,Together,38823.0,0,1,70,0,11,2,8,23,1,2,1,3,6,No,No,No,No,No,No,No,828,65
PhD,Divorced,83664.0,1,1,866,21,151,28,21,86,3,2,2,12,5,No,No,No,No,No,No,No,488,46
Graduation,Together,90300.0,0,0,594,134,786,33,134,57,0,5,6,8,1,No,No,Yes,No,No,No,No,280,35
Master,Together,62499.0,1,0,140,4,61,0,13,4,2,3,1,6,4,No,No,No,No,No,No,No,450,35
Graduation,Single,74293.0,0,0,375,152,335,93,91,81,1,5,4,6,2,No,No,No,No,No,No,No,245,21
PhD,Married,51012.0,0,0,102,9,63,2,9,24,1,4,1,4,6,No,No,No,No,No,No,No,597,68
Master,Married,70777.0,0,1,554,35,113,0,7,78,3,5,3,12,3,No,No,No,No,No,No,No,284,46
PhD,Together,68682.0,0,0,919,0,505,99,30,45,1,4,9,10,2,No,No,No,No,No,No,No,544,23
Graduation,Married,43824.0,1,1,96,1,42,12,3,32,4,3,1,4,8,No,No,No,No,No,No,No,812,43
Graduation,Together,15345.0,1,0,5,2,16,3,2,19,2,1,1,2,8,No,No,No,No,No,No,Yes,827,30
Graduation,Single,23442.0,1,0,2,0,6,8,6,5,1,1,0,3,7,No,No,No,No,No,No,No,712,27
2n Cycle,Together,14515.0,1,0,6,4,9,6,36,35,4,2,2,3,7,No,No,No,No,No,No,Yes,816,34
2n Cycle,Divorced,31395.0,1,1,23,1,25,0,8,7,4,2,1,3,6,No,No,No,No,No,No,No,623,58
Graduation,Together,75276.0,0,0,610,105,125,137,42,21,1,9,4,9,5,No,No,No,No,No,No,No,800,49
Graduation,Single,42373.0,1,1,67,5,61,3,8,19,5,2,1,5,5,No,No,No,No,No,No,No,478,40
Graduation,Together,30507.0,0,0,65,36,74,38,20,110,1,5,1,4,7,No,No,No,No,No,No,No,398,54
PhD,Single,55521.0,1,2,416,0,26,0,0,4,9,6,3,6,7,No,Yes,No,No,No,No,Yes,410,59
Graduation,Married,48006.0,1,1,23,0,11,3,2,2,1,1,0,3,6,No,No,No,No,No,No,No,91,49
PhD,Single,27213.0,1,0,19,3,26,10,9,3,3,2,0,4,8,No,No,No,No,No,No,Yes,828,42
PhD,Divorced,65808.0,1,1,155,7,80,13,7,10,3,5,1,5,6,No,No,No,No,No,No,No,190,43
PhD,Together,30351.0,1,0,14,0,24,3,3,2,1,3,0,2,9,No,No,No,No,No,No,No,548,40
Graduation,Married,50437.0,0,2,370,9,92,6,9,4,3,7,1,8,7,No,No,No,No,No,No,No,780,51
2n Cycle,Single,23616.0,1,0,4,22,11,3,7,32,2,3,0,3,8,No,No,No,No,No,No,Yes,749,32
Graduation,Married,53858.0,0,1,407,53,221,58,150,26,4,4,3,6,4,No,No,No,No,No,No,No,816,38
PhD,Married,66465.0,0,1,1200,0,204,38,29,14,3,11,9,12,6,No,No,No,Yes,No,No,No,616,59
Graduation,Single,46923.0,1,0,85,44,54,102,78,6,3,5,1,7,7,No,No,No,No,No,No,No,836,27
Graduation,Together,75072.0,0,1,583,34,309,0,22,125,2,5,4,8,3,No,No,No,No,No,No,No,682,52
PhD,Married,75865.0,0,0,483,0,591,156,0,12,1,3,5,10,1,No,No,No,No,No,No,No,250,71
2n Cycle,Together,19789.0,1,0,2,5,9,28,6,28,3,2,1,3,5,Yes,No,No,No,No,No,No,381,39
Graduation,Together,80134.0,0,0,966,26,282,52,26,26,1,2,7,11,5,No,Yes,Yes,Yes,Yes,No,No,295,20
Graduation,Single,91065.0,0,0,822,114,108,179,137,114,1,7,9,9,3,No,No,Yes,Yes,No,No,Yes,652,33
Master,Married,49505.0,1,1,604,0,100,19,0,28,9,10,2,8,8,No,No,No,No,No,No,No,582,43
PhD,Married,37401.0,1,0,19,3,19,3,1,3,2,2,0,3,7,No,No,No,No,No,No,No,184,41
Graduation,Married,30096.0,1,0,5,3,11,12,5,9,1,2,0,3,6,No,No,No,No,No,No,No,198,31
Master,Together,18492.0,1,0,2,2,2,2,1,1,1,1,0,2,8,No,No,No,No,No,No,No,214,32
Master,Married,82584.0,0,0,1076,68,103,29,91,68,1,3,4,8,1,No,Yes,Yes,No,No,No,Yes,609,40
PhD,Married,93027.0,0,0,1285,42,716,55,0,21,0,7,10,5,2,No,No,Yes,No,No,No,No,602,73
Graduation,Married,48686.0,1,2,10,0,7,2,0,1,1,1,0,2,8,No,No,No,No,No,No,No,603,61
Graduation,Married,92910.0,0,0,551,137,792,179,103,33,1,6,7,13,1,No,Yes,Yes,Yes,No,No,No,226,28
Graduation,Married,75433.0,1,0,800,0,297,0,34,57,2,2,5,10,6,No,Yes,No,Yes,No,No,No,216,25
2n Cycle,Together,10404.0,1,0,2,2,11,10,6,12,2,1,0,4,5,No,No,No,No,No,No,No,245,25
Graduation,Married,61314.0,0,1,378,0,189,97,172,172,2,5,5,12,3,No,No,No,No,No,No,No,590,46
PhD,Single,84865.0,0,0,1248,16,349,43,16,16,1,2,4,9,4,No,Yes,Yes,Yes,Yes,No,Yes,457,53
Graduation,Married,42387.0,1,0,235,0,235,19,4,191,5,8,1,7,8,No,No,No,No,No,No,No,768,25
2n Cycle,Together,67309.0,1,1,515,47,181,149,95,95,15,9,6,9,7,No,No,No,No,No,No,No,682,47
Graduation,Married,75236.0,0,1,438,66,400,12,38,114,1,8,3,13,4,No,No,No,No,No,No,No,376,50
Graduation,Single,30015.0,1,0,25,0,22,2,3,5,2,1,0,4,5,No,No,No,No,No,No,No,307,44
Master,Together,50943.0,0,1,31,0,7,2,0,6,1,1,0,3,5,No,No,No,No,No,No,No,533,58
Graduation,Divorced,67272.0,0,1,357,35,271,28,28,14,3,6,2,12,5,No,No,No,No,No,No,No,350,48
Master,Widow,51529.0,0,1,400,4,35,6,0,22,2,9,1,5,8,No,No,No,No,No,No,No,515,65
PhD,Married,32011.0,1,0,99,0,15,2,1,5,3,2,1,4,7,No,No,No,No,No,No,No,471,43
2n Cycle,Married,7500.0,1,0,1,11,5,4,6,9,2,2,0,3,8,No,No,No,No,No,No,No,522,28
Graduation,Married,28691.0,1,0,5,4,13,8,0,4,1,1,0,3,8,No,No,No,No,No,No,No,608,25
PhD,Married,56223.0,0,1,77,28,31,16,0,4,2,2,1,5,4,No,No,No,No,No,No,No,351,66
Graduation,Married,18100.0,0,0,3,1,2,4,3,1,1,0,0,3,5,No,No,No,No,No,No,No,546,68
Graduation,Single,30279.0,1,0,10,4,14,4,4,1,1,1,0,3,8,No,No,No,No,No,No,No,706,25
2n Cycle,Married,20130.0,0,0,0,6,3,7,6,12,1,1,0,3,8,No,No,No,No,No,No,No,264,40
Graduation,Divorced,23295.0,0,0,0,0,1,2,12,5,1,1,0,2,8,No,No,No,No,No,No,No,511,55
Master,Divorced,42618.0,1,0,76,14,74,13,5,10,2,5,0,4,8,No,No,No,No,No,No,No,452,42
Graduation,Single,81246.0,0,0,398,190,537,61,156,37,1,4,5,7,1,Yes,No,No,Yes,No,No,No,342,50
Graduation,Married,24027.0,1,0,14,7,11,11,0,5,2,2,0,3,8,No,No,No,No,No,No,No,456,38
PhD,Married,55707.0,0,1,208,7,82,30,66,35,2,3,2,9,3,No,No,No,No,No,No,No,349,61
Graduation,Single,57959.0,0,1,430,16,322,43,24,33,5,4,7,11,3,No,No,No,No,No,No,No,669,59
Graduation,Married,56796.0,0,1,656,38,161,62,47,37,3,8,9,7,7,No,No,No,No,No,No,No,658,45
Master,Single,36230.0,1,0,14,2,30,8,2,3,1,2,0,4,5,No,No,No,No,No,No,No,415,43
2n Cycle,Married,70829.0,1,1,141,70,106,72,19,23,2,4,2,8,3,No,No,No,No,No,No,No,693,34
Graduation,Married,65991.0,0,1,507,19,364,25,47,9,3,9,5,10,7,No,No,No,No,No,No,No,880,38
Graduation,Married,38988.0,1,2,164,24,103,12,3,42,7,5,1,6,8,No,No,No,No,No,No,No,838,42
2n Cycle,Single,89572.0,0,0,606,24,974,197,194,64,1,7,7,9,4,No,Yes,No,Yes,No,No,Yes,812,48
Master,Married,42207.0,1,0,116,11,72,3,17,46,4,4,1,5,6,Yes,No,No,No,No,No,Yes,701,30
Graduation,Married,50300.0,0,1,143,15,60,24,23,5,2,2,1,8,2,No,No,No,No,No,No,No,195,62
2n Cycle,Together,66664.0,0,0,398,96,447,220,96,32,1,5,7,6,3,No,No,No,No,No,No,No,802,32
Graduation,Married,60597.0,0,1,522,0,257,32,16,66,4,2,2,8,7,No,No,No,Yes,No,No,Yes,339,50
Graduation,Widow,70165.0,0,0,161,0,253,199,191,122,1,3,7,11,1,No,No,No,No,No,No,No,440,65
PhD,Widow,50520.0,0,1,112,0,6,2,1,14,2,3,1,3,6,No,No,No,No,No,No,No,312,56
Graduation,Married,80124.0,0,0,483,84,398,205,84,241,1,3,7,8,1,Yes,No,No,No,No,No,No,163,51
Graduation,Married,33183.0,1,0,7,5,39,17,15,37,2,4,0,3,7,No,No,No,No,No,No,No,285,39
PhD,Single,66582.0,0,0,789,25,420,16,38,0,1,2,8,9,1,No,No,No,No,No,No,No,278,45
PhD,Together,75261.0,0,0,1239,17,413,23,34,17,1,5,6,5,2,No,Yes,Yes,No,No,No,Yes,592,59
Graduation,Widow,31880.0,1,0,4,1,5,2,0,3,1,1,0,2,8,No,No,No,No,No,No,No,766,44
Graduation,Married,53790.0,0,2,335,42,127,28,5,5,3,7,2,8,6,No,No,No,No,No,No,No,186,63
PhD,Together,49269.0,1,0,639,8,166,11,8,58,3,7,3,12,7,No,No,No,No,No,No,No,843,43
Graduation,Married,61456.0,0,1,563,76,384,84,192,89,4,6,10,13,4,No,No,No,No,No,No,No,619,39
Graduation,Married,37406.0,1,0,2,0,8,2,2,3,1,1,0,2,8,No,No,No,No,No,No,Yes,422,34
PhD,Together,56937.0,1,0,746,8,125,11,8,8,7,8,6,9,6,No,Yes,No,No,No,No,Yes,972,33
Graduation,Married,38415.0,1,1,22,1,13,4,0,4,2,1,0,3,7,No,No,No,No,No,No,No,673,36
Graduation,Single,20518.0,1,0,4,1,6,4,1,9,1,1,1,2,5,No,No,No,No,No,No,No,202,26
Graduation,Married,62503.0,0,1,478,0,193,110,75,117,4,8,3,11,5,No,No,No,No,No,No,No,656,58
PhD,Single,41644.0,1,1,20,3,4,2,0,2,2,1,0,3,3,No,No,No,No,No,No,No,92,42
Master,Married,55842.0,0,1,451,0,39,0,4,24,1,7,1,8,5,No,No,No,No,No,No,No,197,37
PhD,Married,62010.0,0,1,371,22,39,6,0,92,4,6,2,7,5,No,No,No,No,No,No,No,774,42
Graduation,Married,41124.0,1,0,281,7,84,15,0,119,7,7,3,4,8,No,No,No,No,No,No,No,766,37
Master,Married,38961.0,1,0,19,7,19,0,1,24,1,2,1,2,7,No,No,No,No,No,No,No,341,41
Master,Divorced,37760.0,1,0,26,3,13,2,10,0,1,2,0,3,6,No,No,No,No,No,No,No,393,42
Graduation,Single,32233.0,1,0,138,15,35,25,11,72,2,6,2,2,9,Yes,No,No,No,No,No,Yes,839,40
Graduation,Married,43057.0,0,1,213,2,44,0,2,5,4,4,2,5,5,No,No,No,No,No,No,No,402,39
Master,Together,83151.0,0,0,407,28,100,120,74,18,1,5,9,4,3,No,No,No,No,No,No,No,787,54
PhD,Divorced,78825.0,0,0,483,74,114,169,37,18,1,5,10,13,3,No,No,No,No,No,No,Yes,813,50
Master,Together,65104.0,0,1,738,0,232,13,20,50,2,3,5,7,7,No,No,No,No,No,No,No,387,38
Graduation,Married,60093.0,0,1,502,12,109,16,6,90,2,7,2,10,6,No,No,No,No,No,No,No,528,40
Graduation,Married,14045.0,1,0,11,0,5,2,1,1,1,1,0,3,7,No,No,No,No,No,No,No,314,45
2n Cycle,Widow,28457.0,0,0,24,1,108,29,29,14,1,4,1,4,8,No,No,No,No,No,No,No,769,62
PhD,Together,78952.0,0,1,1170,19,594,99,76,134,2,2,5,12,6,No,No,No,No,No,No,No,803,56
